Unnamed: 0,Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M),Long Name
953,BOXPAK,6297.KL,Industrial Products & Services,Packaging Materials,0.495,0.0,0.0,59.42,Box-Pak (Malaysia) Bhd.
954,SMILE,03023.KL,Health Care,Health Care Providers,0.13,0.0,0.0,32.79,Smile-Link Healthcare Global Berhad
955,TAWIN,7097.KL,Industrial Products & Services,Metals,0.025,0.0,42281.0,91.79,Ta Win Holdings Berhad
956,MQTECH,0070.KL,Technology,Semiconductors,0.075,0.0,4332.0,15.49,MQ Technology Berhad
957,REVENUE,0200.KL,Technology,Digital Services,0.09,0.0,8400.0,54.46,Revenue Group Berhad
958,LCTITAN,5284.KL,Industrial Products & Services,Chemicals,0.395,0.0,9248.0,913.38,Lotte Chemical Titan Holding Berhad
959,AIZO,7219.KL,Industrial Products & Services,Building Materials,0.095,0.0,42310.0,184.34,AIZO Group Berhad
960,NICE,7139.KL,Consumer Products & Services,Personal Goods,0.135,0.0,3120.0,200.33,Niche Capital Emas Holdings Berhad
961,NP,03045.KL,Technology,Digital Services,0.275,0.0,0.0,110.0,
962,ARKA,7218.KL,Transportation & Logistics,Transportation & Logistics Services,1.66,-1.8,20.0,108.73,Arka Berhad
963,VIS,0120.KL,Technology,Semiconductors,0.25,4.2,318.0,65.7,Visdynamics Holdings Berhad
964,ADVCON,5281.KL,Construction,Construction,0.24,0.0,39080.0,140.34,Advancecon Holdings Berhad
965,GCE,5592.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.37,0.0,33.0,72.89,Grand Central Enterprises Bhd.
966,IHB,7240.KL,Construction,Construction,0.07,-33.3,18785.0,29.3,Infraharta Holdings Berhad
967,EAH,0154.KL,Technology,Digital Services,0.005,0.0,33113.0,32.26,EA Holdings Berhad
968,AEMULUS,0181.KL,Technology,Technology Equipment,0.22,-2.2,9378.0,147.79,Aemulus Holdings Berhad
969,NOVAMSC,0026.KL,Technology,Software,0.075,7.1,47268.0,121.34,Nova MSC Berhad
970,QUALITY,7544.KL,Industrial Products & Services,Building Materials,0.98,0.0,0.0,56.8,Quality Concrete Holdings Berhad
971,YBS,0025.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.39,-4.9,42107.0,116.09,YBS International Berhad
972,ECA,0267.KL,Technology,Technology Equipment,0.175,2.9,17454.0,101.33,ECA Integrated Solution Berhad
973,PLB,7055.KL,Property,Property,1.0,0.0,0.0,112.4,PLB Engineering Berhad
974,HONGSENG,0041.KL,Technology,Software,0.005,-50.0,9931.0,25.55,Hong Seng Consolidated Berhad
975,JOE,7096.KL,Industrial Products & Services,Auto Parts,0.08,0.0,320.0,24.47,Joe Holding Berhad
976,PASUKGB,0177.KL,Industrial Products & Services,Industrial Engineering,0.13,4.0,2071.0,24.77,Pasukhas Group Berhad
977,NYLEX,4944.KL,Industrial Products & Services,Chemicals,0.24,0.0,0.0,46.64,
978,GCAP,7676.KL,Transportation & Logistics,Transportation & Logistics Services,0.265,0.0,11737.0,86.89,G Capital Berhad
979,YB,5048.KL,Industrial Products & Services,Building Materials,0.12,0.0,1130.0,35.05,YB Ventures Berhad
980,SEDANIA,0178.KL,Consumer Products & Services,Consumer Services,0.1,-4.8,5226.0,36.54,Sedania Innovator Berhad
981,ASB,1481.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.075,0.0,22295.0,189.69,Advance Synergy Berhad
982,AURO,5025.KL,Industrial Products & Services,Wood & Wood Products,0.135,-3.6,26249.0,85.95,Auro Holdings Berhad
983,SMCAP,9776.KL,Consumer Products & Services,Agricultural Products,0.04,0.0,0.0,17.36,Sinmah Capital Berhad
984,CEPCO,8435.KL,Industrial Products & Services,Building Materials,1.17,-0.8,3.0,87.31,Concrete Engineering Products Berhad
985,WONG,7050.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.205,0.0,1895.0,51.69,Wong Engineering Corporation Berhad
986,PINEAPP,0006.KL,Technology,Digital Services,0.615,0.0,0.0,29.83,Pineapple Resources Berhad
987,KLCI2XL,0834EA.KL,,,1.965,0.0,0.0,1.97,
988,P&O,6009.KL,Financial Services,Insurance,0.625,-0.8,331.0,185.09,Pacific & Orient Berhad
989,WCEHB,3565.KL,Construction,Construction,0.73,1.4,7971.0,2409.23,WCE Holdings Berhad
990,SCNWOLF,7239.KL,Industrial Products & Services,Building Materials,0.54,0.0,6452.0,114.2,Scanwolf Corporation Berhad
991,ANCOMLB,0048.KL,Transportation & Logistics,Transportation & Logistics Services,0.105,10.5,2732.0,49.7,Ancom Logistics Berhad
992,EQ8MID,0824EA.KL,ETF-Equity,Equity Fund,1.15,0.0,7.0,22.88,
993,MTRONIC,0043.KL,Industrial Products & Services,Industrial Services,0.01,-33.3,392.0,15.31,Metronic Global Berhad
994,GPHAROS,5649.KL,Industrial Products & Services,Wood & Wood Products,0.195,-4.9,1786.0,27.45,Golden Pharos Berhad
995,PNEPCB,6637.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.045,0.0,1003.0,25.23,PNE PCB Berhad
996,XOXNET,0140.KL,Consumer Products & Services,Consumer Services,0.02,-20.0,400.0,22.71,Xox Networks Berhad
997,YLI,7014.KL,Industrial Products & Services,Metals,0.35,-2.8,20.0,39.53,YLI Holdings Berhad
998,MTOUCHE,0092.KL,Telecommunications & Media,Telecommunications Service Providers,0.04,14.3,40001.0,37.07,mTouche Technology Berhad
999,INNITY,0147.KL,Telecommunications & Media,Media,0.38,0.0,0.0,52.97,Innity Corporation Berhad
1000,MERCURY,8192.KL,Construction,Construction,0.945,0.0,0.0,60.76,Mercury Industries Berhad
1001,MGRC,0155.KL,Health Care,Health Care Equipment & Services,0.255,-7.3,142.0,34.99,Malaysian Genomics Resource Centre Berhad
1002,HEXTECH,5136.KL,Transportation & Logistics,Transportation & Logistics Services,1.2,0.0,6987.0,2470.06,Hextar Technologies Solutions Berhad
1003,SCOPE,0028.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.07,0.0,4553.0,80.83,Scope Industries Berhad
1004,SAFETY,03056.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.19,0.0,0.0,60.65,
1005,TOMYPAK,7285.KL,Industrial Products & Services,Packaging Materials,0.27,0.0,200.0,116.4,Tomypak Holdings Berhad
1006,GOCEAN,0074.KL,Consumer Products & Services,Food & Beverages,0.19,0.0,152230.0,40.12,Green Ocean Corporation Berhad
1007,EURO,7208.KL,Consumer Products & Services,Consumer Services,0.05,0.0,7410.0,66.4,Euro Holdings Berhad
1008,AHB,7315.KL,Consumer Products & Services,Consumer Services,0.035,0.0,7040.0,26.04,AHB Holdings Berhad
1009,MMAG,0034.KL,Technology,Digital Services,0.505,-1.0,9813.0,1166.4,MMAG Holdings Berhad
1010,CNASIA,7986.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.065,18.2,6005.0,17.5,CN Asia Corporation Bhd
1011,EDUSPEC,0107.KL,Technology,Software,0.13,0.0,3699.0,172.49,Eduspec Holdings Berhad
1012,SCBUILD,0109.KL,Construction,Construction,0.01,100.0,369.0,40.92,SC Estate Builder Berhad
1013,ANNJOO,6556.KL,Industrial Products & Services,Metals,0.69,3.0,6761.0,496.06,Ann Joo Resources Berhad
1014,ATAIMS,8176.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.265,0.0,15713.0,319.16,ATA IMS Berhad
1015,LKL,0182.KL,Health Care,Health Care Equipment & Services,0.085,0.0,0.0,32.98,LKL International Berhad
1016,DATAPRP,8338.KL,Technology,Digital Services,0.13,0.0,1185.0,98.24,Dataprep Holdings Bhd
1017,MUIIND,3891.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.06,-7.7,49863.0,193.55,Malayan United Industries Berhad
1018,HLT,0188.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.08,0.0,3749.0,67.1,HLT Global Berhad
1019,THETA,9075.KL,Technology,Digital Services,1.07,4.9,1987.0,126.23,Theta Edge Berhad
1020,NETX,0020.KL,Technology,Software,0.075,15.4,2581.0,70.35,NetX Holdings Berhad
1021,ONEGLOVE,5079.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.225,0.0,11780.0,122.78,One Glove Group Berhad
1022,THRIVEN,7889.KL,Property,Property,0.12,0.0,468.0,65.63,Thriven Global Berhad
1023,AIM,0122.KL,Industrial Products & Services,Industrial Services,0.06,-14.3,10.0,23.41,Advance Information Marketing Berhad
1024,HENGYUAN,4324.KL,Energy,Oil & Gas Producers,1.78,2.9,924.0,534.0,Hengyuan Refining Company Berhad
1025,MAXLAND,7123.KL,Industrial Products & Services,Wood & Wood Products,0.05,11.1,50.0,80.18,Maxland Berhad
1026,EQ8MY25,0821EA.KL,ETF-Equity,Equity Fund,0.95,-1.0,3.0,128.34,
1027,1TECH,03041.KL,Technology,Software,0.2,0.0,0.0,15.39,
1028,SEERS,03009.KL,Consumer Products & Services,Houshold Goods,0.1,0.0,0.0,25.76,
1029,FAST,0084.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.055,0.0,1615.0,23.68,Fast Energy Holdings Berhad
1030,PARLO,0022.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.035,0.0,500.0,21.04,Parlo Berhad
1031,EXSIMHB,1287.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.37,0.0,13328.0,343.68,Exsim Hospitality Berhad
1032,MPIRE,7943.KL,Consumer Products & Services,Houshold Goods,0.09,5.9,19889.0,13.48,Mpire Global Berhad
1033,CHINA100-MYR,0838EA.KL,ETF-Equity,Equity Fund,1.13,0.0,416.0,32.77,
1034,KNM,7164.KL,Energy,Other Energy Resources,0.05,0.0,21145.0,202.3,KNM Group Berhad
1035,AEM,7146.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.055,0.0,0.0,11.9,AE Multi Holdings Berhad
1036,TOYOVEN,7173.KL,Industrial Products & Services,Chemicals,0.28,-1.8,4590.0,46.45,Toyo Ventures Holdings Berhad
1037,BJFOOD,5196.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.32,-1.5,18230.0,623.24,Berjaya Food Berhad
1038,BVLH,03042.KL,Construction,Construction,0.19,0.0,0.0,25.76,
1039,ARTRONIQ,0038.KL,Industrial Products & Services,Chemicals,0.075,0.0,8021.0,32.85,Artroniq Berhad
1040,JIANKUN,8923.KL,Property,Property,0.045,0.0,183747.0,24.22,Jiankun International Berhad
1041,PAM-C50,0823EA.KL,ETF-Equity,Equity Fund,1.4,-3.4,1.0,6.37,
1042,CNOUHUA,5188.KL,Consumer Products & Services,Food & Beverages,0.04,0.0,134.0,26.72,China Ouhua Winery Holdings Limited
1043,KOMARK,7017.KL,Industrial Products & Services,Packaging Materials,0.085,0.0,0.0,19.63,Komarkcorp Berhad
1044,VIZIONE,7070.KL,Construction,Construction,0.1,5.3,229.0,55.25,Vizione Holdings Berhad
1045,BIOHLDG,0179.KL,Consumer Products & Services,Food & Beverages,0.045,-10.0,23963.0,63.29,Bioalpha Holdings Berhad
1046,MAGMA,7243.KL,Consumer Products & Services,Food & Beverages,0.215,2.4,1308.0,250.5,Magma Group Berhad
1047,TECHNAX,2739.KL,Energy,Other Energy Resources,0.075,0.0,64.0,18.31,Techna-X Berhad
1048,PESTECH,5219.KL,Industrial Products & Services,Industrial Engineering,0.165,0.0,7030.0,383.72,Pestec International Berhad
1049,DCHCARE,0283.KL,Health Care,Health Care Providers,0.13,0.0,2080.0,129.52,DC Healthcare Holdings Berhad
1050,GPACKET,0082.KL,Telecommunications & Media,Telecommunications Service Providers,0.03,0.0,6416.0,69.02,Green Packet Berhad
1051,SMTRACK,0169.KL,Technology,Technology Equipment,0.01,0.0,29619.0,13.21,SMTrack Berhad
1052,G3,7184.KL,Consumer Products & Services,Personal Goods,0.01,-33.3,572187.0,37.74,G3 Global Berhad
1053,EIB,0255.KL,Industrial Products & Services,Industrial Engineering,0.21,16.7,1211.0,78.54,Ecoscience International Berhad
1054,PUC,0007.KL,Telecommunications & Media,Media,0.035,-12.5,3600.0,97.27,PUC Berhad
1055,ICONIC,9113.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.085,0.0,12040.0,143.4,Iconic Worldwide Berhad
1056,JADI,7223.KL,Consumer Products & Services,Consumer Services,0.02,0.0,2101.0,27.99,Jadi Imaging Holdings Berhad
1057,EVD,0174.KL,Technology,Software,0.07,0.0,0.0,31.16,Evd Berhad
1058,PMCORP,4081.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.12,0.0,150.0,106.14,Pan Malaysia Corporation Berhad
1059,ENRA,8613.KL,Energy,"Energy, Infrastructure, Equipment & Services",0.62,4.2,4.0,92.81,ENRA Group Berhad
1060,ERDASAN,0072.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.085,0.0,2241.0,19.45,Erdasan Group Berhad
1061,GIIB,7192.KL,Industrial Products & Services,Auto Parts,0.06,0.0,3700.0,39.03,GIIB Holdings Berhad
1062,KEYASIC,0143.KL,Technology,Semiconductors,0.04,14.3,17262.0,55.99,Key ASIC Berhad
1063,TDEX,0132.KL,Technology,Software,0.05,0.0,0.0,44.29,Technodex Bhd
1064,LYC,0075.KL,Health Care,Health Care Providers,0.07,-6.7,3041.0,50.05,LYC Healthcare Berhad
1065,TFP,0145.KL,Technology,Digital Services,0.03,0.0,0.0,18.87,TFP Solutions Berhad
1066,POS,4634.KL,Transportation & Logistics,Transportation & Logistics Services,0.185,2.8,7131.0,144.81,Pos Malaysia Berhad
1067,AORB,03051.KL,Consumer Products & Services,Agricultural Products,3.35,0.0,0.0,335.0,Alpha Ocean Resources Berhad
1068,TALAMT,2259.KL,Property,Property,0.115,0.0,1546.0,108.66,Talam Transform Berhad
1069,SALUTE,0183.KL,Consumer Products & Services,Personal Goods,0.19,2.7,12350.0,81.03,Salutica Berhad
1070,PRG,7168.KL,Consumer Products & Services,Personal Goods,0.085,6.3,2977.0,41.46,PRG Holdings Berhad
1071,DESTINI,7212.KL,Industrial Products & Services,Industrial Engineering,0.305,0.0,586.0,152.21,Destini Berhad
1072,MERIDIAN,5040.KL,Property,Property,0.04,0.0,0.0,9.14,Meridian Berhad
1073,RSENA,5270.KL,SPAC,Special Purpose Acquisition Company,0.505,0.0,0.0,505.0,
1074,MICROLN,0126.KL,Technology,Digital Services,0.165,22.2,20995.0,176.95,Microlink Solutions Berhad
1075,HOHUP,5169.KL,Construction,Construction,0.1,17.6,23471.0,51.83,Ho Hup Construction Company Berhad
1076,APB,5568.KL,Industrial Products & Services,Industrial Engineering,0.2,2.6,1154.0,24.83,APB Resources Berhad
1077,ECOHLDS,0059.KL,Telecommunications & Media,Telecommunications Service Providers,0.03,20.0,1.0,12.62,Ecobuilt Holdings Berhad
1078,GOINNO,03028.KL,Industrial Products & Services,Metals,0.03,0.0,0.0,9.0,Go Innovate Asia Berhad
1079,SINARAN,5172.KL,Consumer Products & Services,Personal Goods,0.06,-14.3,3700.0,54.9,Sinaran Advance Group Berhad
1080,CLOUD,03001.KL,Technology,Digital Services,0.005,0.0,0.0,4.16,Cloudaron Group Berhad
1081,SNTORIA,5213.KL,Property,Property,0.01,0.0,0.0,6.23,Sentoria Group Berhad
1082,ETH,03021.KL,Consumer Products & Services,Consumer Services,0.18,0.0,0.0,55.3,Equitiestracker Holdings Berhad
1083,KUCHAI,2186.KL,Financial Services,Other Financials,0.655,0.8,458.0,81.05,Kuchai Development Berhad
1084,HANDAL,7253.KL,Energy,"Energy, Infrastructure, Equipment & Services",0.055,0.0,101.0,22.59,Handal Energy Berhad
1085,SGBHD,03033.KL,Industrial Products & Services,Industrial Services,0.15,0.0,0.0,17.35,Supergenics Berhad
1086,KGROUP,0036.KL,Technology,Technology Equipment,0.2,33.3,117064.0,24.52,Key Alliance Group Berhad
1087,OMESTI,9008.KL,Technology,Digital Services,0.145,0.0,1060.0,78.4,Omesti Berhad
1088,DGB,0152.KL,Technology,Software,0.065,8.3,2376.0,16.53,DGB Asia Berhad
1089,TXCD,7145.KL,Construction,Construction,0.1,5.3,2540.0,31.17,Txcd Berhad
